2017-03-28 17:08:30,117 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsFaultLog null
  <eventTime>2017-03-28T15:10:14Z</eventTime>
  <AttributeValueChangedNotification xmlns="uri:onf:MicrowaveModel-Notifications">
    <counter>9620</counter>
    <timeStamp>20170328171014.4Z</timeStamp>
    <objectIdRef>LP-MWPS-ifIndex1</objectIdRef>
    <attributeName>airInterfaceStatus/modulationCur</attributeName>
    <newValue>128</newValue>
  </AttributeValueChangedNotification>
</notification>

2017-03-28 17:10:15,248 | DEBUG | oupCloseable-3-3 | NotificationHandler              | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Forwarding notification org.opendaylight.netconf.sal.connect.netconf.schema.mapping.NetconfMessageTransformer$NetconfDeviceNotification@2c597968
2017-03-28 17:10:15,249 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Resetting netconf keepalive timer
2017-03-28 17:10:15,249 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Scheduling next keepalive in 120 SECONDS
2017-03-28 17:10:15,249 | DEBUG | oupCloseable-3-3 | MicrowaveEventListener           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Got event of type :: AttributeValueChangedNotification
2017-03-28 17:10:15,249 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Write event: MwtNotificationBase [getType()=AttributeValueChangedNotificationXml, nodeName=sendatesim10, counter=9620, timeStamp=20170328171014.0Z, objectId=LP-MWPS-ifIndex1]
2017-03-28 17:10:15,249 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsEventBase null
2017-03-28 17:10:15,250 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite done for EsEventBase AVsVd6jREF8tR-Yqvwhk
2017-03-28 17:10:17,246 | TRACE | oupCloseable-3-3 | NetconfDeviceCommunicator        | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Notification received: <notification xmlns="urn:ietf:params:xml:ns:netconf:notification:1.0">
  <eventTime>2017-03-28T15:10:16Z</eventTime>
  <ProblemNotification xmlns="uri:onf:MicrowaveModel-Notifications">
    <counter>9621</counter>
    <timeStamp>20170328171016.4Z</timeStamp>
    <objectIdRef>LP-MWPS-ifIndex1</objectIdRef>
    <problem>modulationIsDownShifted</problem>
    <severity>non-alarmed</severity>
  </ProblemNotification>
</notification>

2017-03-28 17:10:17,246 | DEBUG | oupCloseable-3-3 | NotificationHandler              | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Forwarding notification org.opendaylight.netconf.sal.connect.netconf.schema.mapping.NetconfMessageTransformer$NetconfDeviceNotification@6fce40be
2017-03-28 17:10:17,246 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Resetting netconf keepalive timer
2017-03-28 17:10:17,246 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Scheduling next keepalive in 120 SECONDS
2017-03-28 17:10:17,246 | DEBUG | oupCloseable-3-3 | MicrowaveEventListener           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Got event of type :: ProblemNotification
2017-03-28 17:10:17,247 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Write fault to faultlog: ProblemNotificationXml [problem=modulationIsDownShifted, severity=NonAlarmed, toString()=MwtNotificationBase [getType()=ProblemNotificationXml, nodeName=sendatesim10, counter=9621, timeStamp=20170328171016.0Z, objectId=LP-MWPS-ifIndex1]]
2017-03-28 17:10:17,247 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsFaultLog null
2017-03-28 17:10:17,249 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite done for EsFaultLog AVsVd7CfEF8tR-Yqvwhl
2017-03-28 17:10:17,249 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Remove fault from currentlog: ProblemNotificationXml [problem=modulationIsDownShifted, severity=NonAlarmed, toString()=MwtNotificationBase [getType()=ProblemNotificationXml, nodeName=sendatesim10, counter=9621, timeStamp=20170328171016.0Z, objectId=LP-MWPS-ifIndex1]]
2017-03-28 17:10:17,250 | TRACE | oupCloseable-3-3 | NetconfDeviceCommunicator        | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Notification received: <notification xmlns="urn:ietf:params:xml:ns:netconf:notification:1.0">
  <eventTime>2017-03-28T15:10:16Z</eventTime>
  <AttributeValueChangedNotification xmlns="uri:onf:MicrowaveModel-Notifications">
    <counter>9621</counter>
    <timeStamp>20170328171016.4Z</timeStamp>
    <objectIdRef>LP-MWPS-ifIndex1</objectIdRef>
    <attributeName>airInterfaceStatus/modulationCur</attributeName>
    <newValue>128</newValue>
  </AttributeValueChangedNotification>
</notification>

2017-03-28 17:10:17,250 | DEBUG | oupCloseable-3-3 | NotificationHandler              | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Forwarding notification org.opendaylight.netconf.sal.connect.netconf.schema.mapping.NetconfMessageTransformer$NetconfDeviceNotification@4f9196d5
2017-03-28 17:10:17,250 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Resetting netconf keepalive timer
2017-03-28 17:10:17,250 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Scheduling next keepalive in 120 SECONDS
2017-03-28 17:10:17,250 | DEBUG | oupCloseable-3-3 | MicrowaveEventListener           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Got event of type :: AttributeValueChangedNotification
2017-03-28 17:10:17,250 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Write event: MwtNotificationBase [getType()=AttributeValueChangedNotificationXml, nodeName=sendatesim10, counter=9621, timeStamp=20170328171016.0Z, objectId=LP-MWPS-ifIndex1]
2017-03-28 17:10:17,250 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsEventBase null
2017-03-28 17:10:17,251 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite done for EsEventBase AVsVd7CjEF8tR-Yqvwhm
2017-03-28 17:10:19,248 | TRACE | oupCloseable-3-3 | NetconfDeviceCommunicator        | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Notification received: <notification xmlns="urn:ietf:params:xml:ns:netconf:notification:1.0">
  <eventTime>2017-03-28T15:10:18Z</eventTime>
  <ProblemNotification xmlns="uri:onf:MicrowaveModel-Notifications">
    <counter>9622</counter>
    <timeStamp>20170328171018.5Z</timeStamp>
    <objectIdRef>PowerSupply3</objectIdRef>
    <problem>powerLoss</problem>
    <severity>minor</severity>
  </ProblemNotification>
</notification>

2017-03-28 17:10:19,248 | DEBUG | oupCloseable-3-3 | NotificationHandler              | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Forwarding notification org.opendaylight.netconf.sal.connect.netconf.schema.mapping.NetconfMessageTransformer$NetconfDeviceNotification@b5d1104
2017-03-28 17:10:19,248 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Resetting netconf keepalive timer
2017-03-28 17:10:19,248 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Scheduling next keepalive in 120 SECONDS
2017-03-28 17:10:19,248 | DEBUG | oupCloseable-3-3 | MicrowaveEventListener           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Got event of type :: ProblemNotification
2017-03-28 17:10:19,249 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Write fault to faultlog: ProblemNotificationXml [problem=powerLoss, severity=Minor, toString()=MwtNotificationBase [getType()=ProblemNotificationXml, nodeName=sendatesim10, counter=9622, timeStamp=20170328171018.0Z, objectId=PowerSupply3]]
2017-03-28 17:10:19,249 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsFaultLog null
2017-03-28 17:10:19,251 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite done for EsFaultLog AVsVd7hxEF8tR-Yqvwhn
2017-03-28 17:10:19,251 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Write fault to currentlog: ProblemNotificationXml [problem=powerLoss, severity=Minor, toString()=MwtNotificationBase [getType()=ProblemNotificationXml, nodeName=sendatesim10, counter=9622, timeStamp=20170328171018.0Z, objectId=PowerSupply3]]
2017-03-28 17:10:19,251 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsFaultCurrent sendatesim10/PowerSupply3/powerLoss
2017-03-28 17:10:19,252 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite done for EsFaultCurrent sendatesim10/PowerSupply3/powerLoss
2017-03-28 17:10:19,252 | TRACE | oupCloseable-3-3 | NetconfDeviceCommunicator        | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Notification received: <notification xmlns="urn:ietf:params:xml:ns:netconf:notification:1.0">
  <eventTime>2017-03-28T15:10:18Z</eventTime>
  <AttributeValueChangedNotification xmlns="uri:onf:MicrowaveModel-Notifications">
    <counter>9622</counter>
    <timeStamp>20170328171018.5Z</timeStamp>
    <objectIdRef>LP-MWPS-ifIndex1</objectIdRef>
    <attributeName>airInterfaceStatus/modulationCur</attributeName>
    <newValue>128</newValue>
  </AttributeValueChangedNotification>
</notification>

2017-03-28 17:10:19,252 | DEBUG | oupCloseable-3-3 | NotificationHandler              | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Forwarding notification org.opendaylight.netconf.sal.connect.netconf.schema.mapping.NetconfMessageTransformer$NetconfDeviceNotification@20c16784
2017-03-28 17:10:19,252 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Resetting netconf keepalive timer
2017-03-28 17:10:19,252 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Scheduling next keepalive in 120 SECONDS
2017-03-28 17:10:19,252 | DEBUG | oupCloseable-3-3 | MicrowaveEventListener           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Got event of type :: AttributeValueChangedNotification
2017-03-28 17:10:19,253 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Write event: MwtNotificationBase [getType()=AttributeValueChangedNotificationXml, nodeName=sendatesim10, counter=9622, timeStamp=20170328171018.0Z, objectId=LP-MWPS-ifIndex1]
2017-03-28 17:10:19,253 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsEventBase null
2017-03-28 17:10:19,254 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite done for EsEventBase AVsVd7h1EF8tR-Yqvwho
2017-03-28 17:10:21,250 | TRACE | oupCloseable-3-3 | NetconfDeviceCommunicator        | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Notification received: <notification xmlns="urn:ietf:params:xml:ns:netconf:notification:1.0">
  <eventTime>2017-03-28T15:10:20Z</eventTime>
  <ProblemNotification xmlns="uri:onf:MicrowaveModel-Notifications">
    <counter>9623</counter>
    <timeStamp>20170328171020.5Z</timeStamp>
    <objectIdRef>PowerSupply3</objectIdRef>
    <problem>powerLoss</problem>
    <severity>non-alarmed</severity>
  </ProblemNotification>
</notification>

2017-03-28 17:10:21,250 | DEBUG | oupCloseable-3-3 | NotificationHandler              | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Forwarding notification org.opendaylight.netconf.sal.connect.netconf.schema.mapping.NetconfMessageTransformer$NetconfDeviceNotification@6036a4e
2017-03-28 17:10:21,250 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Resetting netconf keepalive timer
2017-03-28 17:10:21,250 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Scheduling next keepalive in 120 SECONDS
2017-03-28 17:10:21,250 | DEBUG | oupCloseable-3-3 | MicrowaveEventListener           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Got event of type :: ProblemNotification
2017-03-28 17:10:21,252 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Write fault to faultlog: ProblemNotificationXml [problem=powerLoss, severity=NonAlarmed, toString()=MwtNotificationBase [getType()=ProblemNotificationXml, nodeName=sendatesim10, counter=9623, timeStamp=20170328171020.0Z, objectId=PowerSupply3]]
2017-03-28 17:10:21,252 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsFaultLog null
2017-03-28 17:10:21,253 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite done for EsFaultLog AVsVd8BEEF8tR-Yqvwhp
2017-03-28 17:10:21,253 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Remove fault from currentlog: ProblemNotificationXml [problem=powerLoss, severity=NonAlarmed, toString()=MwtNotificationBase [getType()=ProblemNotificationXml, nodeName=sendatesim10, counter=9623, timeStamp=20170328171020.0Z, objectId=PowerSupply3]]
2017-03-28 17:10:21,258 | TRACE | oupCloseable-3-3 | NetconfDeviceCommunicator        | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Notification received: <notification xmlns="urn:ietf:params:xml:ns:netconf:notification:1.0">
  <eventTime>2017-03-28T15:10:20Z</eventTime>
  <AttributeValueChangedNotification xmlns="uri:onf:MicrowaveModel-Notifications">
    <counter>9623</counter>
    <timeStamp>20170328171020.5Z</timeStamp>
    <objectIdRef>LP-MWPS-ifIndex1</objectIdRef>
    <attributeName>airInterfaceStatus/modulationCur</attributeName>
    <newValue>128</newValue>
  </AttributeValueChangedNotification>
</notification>

2017-03-28 17:10:21,258 | DEBUG | oupCloseable-3-3 | NotificationHandler              | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Forwarding notification org.opendaylight.netconf.sal.connect.netconf.schema.mapping.NetconfMessageTransformer$NetconfDeviceNotification@5df15ff7
2017-03-28 17:10:21,258 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Resetting netconf keepalive timer
2017-03-28 17:10:21,258 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Scheduling next keepalive in 120 SECONDS
2017-03-28 17:10:21,258 | DEBUG | oupCloseable-3-3 | MicrowaveEventListener           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Got event of type :: AttributeValueChangedNotification
2017-03-28 17:10:21,259 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Write event: MwtNotificationBase [getType()=AttributeValueChangedNotificationXml, nodeName=sendatesim10, counter=9623, timeStamp=20170328171020.0Z, objectId=LP-MWPS-ifIndex1]
2017-03-28 17:10:21,259 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsEventBase null
2017-03-28 17:10:21,260 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite done for EsEventBase AVsVd8BLEF8tR-Yqvwhq
2017-03-28 17:10:21,983 | INFO  | management][T#2] | decider                          | 309 - org.apache.servicemix.bundles.elasticsearch - 2.2.0.1 | [sdnlabodl2n1] low disk watermark [85%] exceeded on [MHxSPp7FT4eikQLmoBJvVA][sdnlabodl2n1][/home/herbert/odl/distribution-karaf-0.5.1-Boron-SR1/etc/sdnlabodl2/nodes/0] free: 2.6gb[12.8%], replicas will not be assigned to this node
2017-03-28 17:10:23,252 | TRACE | oupCloseable-3-3 | NetconfDeviceCommunicator        | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Notification received: <notification xmlns="urn:ietf:params:xml:ns:netconf:notification:1.0">
  <eventTime>2017-03-28T15:10:22Z</eventTime>
  <ProblemNotification xmlns="uri:onf:MicrowaveModel-Notifications">
    <counter>9624</counter>
    <timeStamp>20170328171022.6Z</timeStamp>
    <objectIdRef>LP-MWPS-ifIndex1</objectIdRef>
    <problem>signalIsLost</problem>
    <severity>critical</severity>
  </ProblemNotification>
</notification>

2017-03-28 17:10:23,253 | DEBUG | oupCloseable-3-3 | NotificationHandler              | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Forwarding notification org.opendaylight.netconf.sal.connect.netconf.schema.mapping.NetconfMessageTransformer$NetconfDeviceNotification@3a6d6304
2017-03-28 17:10:23,253 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Resetting netconf keepalive timer
2017-03-28 17:10:23,253 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Scheduling next keepalive in 120 SECONDS
2017-03-28 17:10:23,253 | DEBUG | oupCloseable-3-3 | MicrowaveEventListener           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Got event of type :: ProblemNotification
2017-03-28 17:10:23,254 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Write fault to faultlog: ProblemNotificationXml [problem=signalIsLost, severity=Critical, toString()=MwtNotificationBase [getType()=ProblemNotificationXml, nodeName=sendatesim10, counter=9624, timeStamp=20170328171022.0Z, objectId=LP-MWPS-ifIndex1]]
2017-03-28 17:10:23,254 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsFaultLog null
2017-03-28 17:10:23,256 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite done for EsFaultLog AVsVd8gWEF8tR-Yqvwhr
2017-03-28 17:10:23,256 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Write fault to currentlog: ProblemNotificationXml [problem=signalIsLost, severity=Critical, toString()=MwtNotificationBase [getType()=ProblemNotificationXml, nodeName=sendatesim10, counter=9624, timeStamp=20170328171022.0Z, objectId=LP-MWPS-ifIndex1]]
2017-03-28 17:10:23,256 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsFaultCurrent sendatesim10/LP-MWPS-ifIndex1/signalIsLost
2017-03-28 17:10:23,258 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite done for EsFaultCurrent sendatesim10/LP-MWPS-ifIndex1/signalIsLost
2017-03-28 17:10:23,258 | TRACE | oupCloseable-3-3 | NetconfDeviceCommunicator        | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Notification received: <notification xmlns="urn:ietf:params:xml:ns:netconf:notification:1.0">
  <eventTime>2017-03-28T15:10:22Z</eventTime>
  <AttributeValueChangedNotification xmlns="uri:onf:MicrowaveModel-Notifications">
    <counter>9624</counter>
    <timeStamp>20170328171022.6Z</timeStamp>
    <objectIdRef>LP-MWPS-ifIndex1</objectIdRef>
    <attributeName>airInterfaceStatus/modulationCur</attributeName>
    <newValue>128</newValue>
  </AttributeValueChangedNotification>
</notification>

2017-03-28 17:10:23,259 | DEBUG | oupCloseable-3-3 | NotificationHandler              | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Forwarding notification org.opendaylight.netconf.sal.connect.netconf.schema.mapping.NetconfMessageTransformer$NetconfDeviceNotification@1fdfc61e
2017-03-28 17:10:23,259 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Resetting netconf keepalive timer
2017-03-28 17:10:23,259 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Scheduling next keepalive in 120 SECONDS
2017-03-28 17:10:23,259 | DEBUG | oupCloseable-3-3 | MicrowaveEventListener           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Got event of type :: AttributeValueChangedNotification
2017-03-28 17:10:23,260 | DEBUG | oupCloseable-3-3 | HtDatabaseEventsService          | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Write event: MwtNotificationBase [getType()=AttributeValueChangedNotificationXml, nodeName=sendatesim10, counter=9624, timeStamp=20170328171022.0Z, objectId=LP-MWPS-ifIndex1]
2017-03-28 17:10:23,260 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite EsEventBase null
2017-03-28 17:10:23,261 | DEBUG | oupCloseable-3-3 | HtDataBaseReaderAndWriter        | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | doWrite done for EsEventBase AVsVd8gcEF8tR-Yqvwhs
2017-03-28 17:10:25,254 | TRACE | oupCloseable-3-3 | NetconfDeviceCommunicator        | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Notification received: <notification xmlns="urn:ietf:params:xml:ns:netconf:notification:1.0">
  <eventTime>2017-03-28T15:10:24Z</eventTime>
  <ProblemNotification xmlns="uri:onf:MicrowaveModel-Notifications">
    <counter>9625</counter>
    <timeStamp>20170328171024.7Z</timeStamp>
    <objectIdRef>LP-MWPS-ifIndex1</objectIdRef>
    <problem>signalIsLost</problem>
    <severity>non-alarmed</severity>
  </ProblemNotification>
</notification>

2017-03-28 17:10:25,254 | DEBUG | oupCloseable-3-3 | NotificationHandler              | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Forwarding notification org.opendaylight.netconf.sal.connect.netconf.schema.mapping.NetconfMessageTransformer$NetconfDeviceNotification@637ec5bd
2017-03-28 17:10:25,254 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Resetting netconf keepalive timer
2017-03-28 17:10:25,254 | TRACE | oupCloseable-3-3 | KeepaliveSalFacade               | 214 - org.opendaylight.netconf.sal-netconf-connector - 1.4.1.Boron-SR1 | RemoteDevice{sendatesim10}: Scheduling next keepalive in 120 SECONDS
2017-03-28 17:10:25,254 | DEBUG | oupCloseable-3-3 | MicrowaveEventListener           | 347 - org.opendaylight.mwtn.devicemanager-impl - 0.4.0.SNAPSHOT | Got event of type :: ProblemNotification
